Seed,Method,Steps,Relative L2,PDE residual norm,BC error,IC error,wall time,solver steps,action norm,return,paired improvement,Case
42,Supervised Neural Operator Corrector,1,0.4020571708679199,1371.248779296875,0.0,0.0,0.0030925001483410597,1,0.0087212435901165,0.0020374367013573647,0.0008200109004974365,10
42,TD3 from scratch,1,0.4017351269721985,1473.4849853515625,0.0,0.0,0.00491310004144907,1,0.01948707178235054,0.0028385610785335302,0.001142054796218872,10
42,TD3+BC without physics regularization,1,0.4032881259918213,1457.31591796875,0.0,0.0,0.008709499845281243,1,0.02198241837322712,-0.0010197621304541826,-0.00041094422340393066,10
42,RL Neural Operator Solver,1,0.4020571708679199,1371.248779296875,0.0,0.0,0.004826500080525875,1,0.0087212435901165,0.0020374367013573647,0.0008200109004974365,10
42,Base FNO Initializer,1,0.6182175278663635,3547.599853515625,0.0,0.010925320908427238,1.00000761449337e-06,0,0.0,0.0,0.0,11
42,Gradient residual refinement,1,0.6184511780738831,3441.00830078125,0.0,0.010925320908427238,0.0028449001256376505,1,0.009958230890333652,-0.00037789519410580397,-0.00023365020751953125,11
42,PINN-style refinement,1,0.6182456016540527,3541.802490234375,0.0,0.010925320908427238,0.007581100100651383,1,0.0006294830818660557,-4.541996895568445e-05,-2.8073787689208984e-05,11
42,Supervised Neural Operator Corrector,1,0.6185091733932495,3464.40869140625,0.0,0.010925320908427238,0.004672299837693572,1,0.00892261415719986,-0.0004716833645943552,-0.00029164552688598633,11
42,TD3 from scratch,1,0.6177177429199219,3562.7978515625,0.0,0.010925320908427238,0.004866099916398525,1,0.0193474143743515,0.0008085591834969819,0.0004997849464416504,11
42,TD3+BC without physics regularization,1,0.6183962821960449,3546.201416015625,0.0,0.010925320908427238,0.005649999948218465,1,0.02203758805990219,-0.00028936713351868093,-0.00017875432968139648,11
42,RL Neural Operator Solver,1,0.6185091733932495,3464.40869140625,0.0,0.010925320908427238,0.005077500129118562,1,0.00892261415719986,-0.0004716833645943552,-0.00029164552688598633,11
42,Base FNO Initializer,1,0.29267191886901855,667.0895385742188,0.0,0.0,1.00000761449337e-06,0,0.0,0.0,0.0,12
42,Gradient residual refinement,1,0.2919140160083771,627.1925048828125,0.0,0.0,0.00314539996907115,1,0.00944433268159628,0.0025929687544703484,0.0007579028606414795,12
42,PINN-style refinement,1,0.29263022541999817,663.786865234375,0.0,0.0,0.009087499929592013,1,0.0005982761504128575,0.00014244478370528668,4.169344902038574e-05,12
42,Supervised Neural Operator Corrector,1,0.2900991141796112,613.368408203125,0.0,0.0,0.003571300068870187,1,0.008363829925656319,0.008829562924802303,0.0025728046894073486,12
42,TD3 from scratch,1,0.29037487506866455,682.22998046875,0.0,0.0,0.005160100059583783,1,0.018485864624381065,0.007879314012825489,0.002297043800354004,12
42,TD3+BC without physics regularization,1,0.29315292835235596,668.3005981445312,0.0,0.0,0.005927500082179904,1,0.02203138917684555,-0.0016423870110884309,-0.00048100948333740234,12
42,RL Neural Operator Solver,1,0.2900991141796112,613.368408203125,0.0,0.0,0.005056899972259998,1,0.008363829925656319,0.008829562924802303,0.0025728046894073486,12
42,Base FNO Initializer,1,0.5878061056137085,3014.23095703125,0.0,0.0,1.100124791264534e-06,0,0.0,0.0,0.0,13
42,Gradient residual refinement,1,0.5880674719810486,2909.99365234375,0.0,0.0,0.003920000046491623,1,0.009996376931667328,-0.0004446206148713827,-0.0002613663673400879,13
42,PINN-style refinement,1,0.5878382325172424,3008.510986328125,0.0,0.0,0.008008399978280067,1,0.0006294843042269349,-5.46591509191785e-05,-3.212690353393555e-05,13
42,Supervised Neural Operator Corrector,1,0.5879969000816345,2927.71875,0.0,0.0,0.003931200131773949,1,0.008863669820129871,-0.0003245796251576394,-0.0001907944679260254,13
42,TD3 from scratch,1,0.5872400403022766,3017.550048828125,0.0,0.0,0.005203099921345711,1,0.019030481576919556,0.0009632809669710696,0.0005660653114318848,13
42,TD3+BC without physics regularization,1,0.5880246162414551,3010.278076171875,0.0,0.0,0.005216900026425719,1,0.022113123908638954,-0.000371888920199126,-0.00021851062774658203,13
42,RL Neural Operator Solver,1,0.5879969000816345,2927.71875,0.0,0.0,0.006030400050804019,1,0.008863669820129871,-0.0003245796251576394,-0.0001907944679260254,13
42,Base FNO Initializer,1,0.29872995615005493,748.7984008789062,0.0,0.0,8.998904377222061e-07,0,0.0,0.0,0.0,14
42,Gradient residual refinement,1,0.2981317341327667,705.6568603515625,0.0,0.0,0.0044525000266730785,1,0.009579638950526714,0.002004474401473999,0.000598222017288208,14
