Case,SolverStep,LatentDistance,CorrectionDifference,NextErrorDifference
982,0,3.0,0.23973999917507172,0.07923910766839981
982,0,3.0,0.23973999917507172,0.0681750550866127
982,0,1.0,0.09189996123313904,0.0036439523100852966
982,0,1.0,0.09189995378255844,0.022450052201747894
982,0,2.999999761581421,0.31828585267066956,0.10087775439023972
982,0,2.999999761581421,0.31828585267066956,0.12859614938497543
982,0,1.0,0.07788990437984467,0.007306911051273346
982,0,1.0,0.07788989692926407,0.012133829295635223
982,0,3.0,0.285867840051651,0.09269671887159348
982,0,3.0,0.285867840051651,0.1024404987692833
982,0,1.0,0.10001885145902634,0.017103947699069977
982,0,1.0,0.10001885145902634,0.014277972280979156
982,0,3.0,0.33576318621635437,0.11515554040670395
982,0,3.0,0.33576318621635437,0.13406982272863388
982,0,1.0,0.09059718251228333,0.01675199717283249
982,0,1.0,0.09059718251228333,0.009169511497020721
982,0,2.999999761581421,0.32584547996520996,0.11159565299749374
982,0,2.999999761581421,0.32584547996520996,0.126766137778759
982,0,1.0,0.10676781833171844,0.019265122711658478
982,0,1.0,0.10676781833171844,0.016216032207012177
982,0,3.0,0.2856425344944,0.11346285790205002
982,0,3.0,0.2856425344944,0.08029188960790634
982,0,1.0,0.11080341786146164,0.018847830593585968
982,0,1.0,0.11080342531204224,0.019199587404727936
982,0,3.0,0.3210325837135315,0.112104631960392
982,0,3.0,0.3210325837135315,0.12110888212919235
982,0,1.0,0.12115181982517242,0.024681024253368378
982,0,1.0,0.12115181982517242,0.020188651978969574
982,0,3.000000238418579,0.257877916097641,0.07256520539522171
982,0,3.000000238418579,0.257877916097641,0.0928960070014
982,0,1.0,0.10168850421905518,0.008081488311290741
982,0,1.0,0.10168850421905518,0.02386174350976944
982,0,2.999999761581421,0.3380430340766907,0.11456464976072311
982,0,2.999999761581421,0.3380430340766907,0.1370510682463646
982,0,0.9999999403953552,0.09298698604106903,0.021325640380382538
982,0,0.9999999403953552,0.09298698604106903,0.005567722022533417
982,0,3.0,0.28801193833351135,0.09515479952096939
982,0,3.0,0.28801193833351135,0.1023150309920311
982,0,1.0,0.08462695777416229,0.011213235557079315
982,0,1.0,0.08462695777416229,0.011636905372142792
982,0,3.0,0.25407567620277405,0.0739310011267662
982,0,3.0,0.25407567620277405,0.0878966674208641
982,0,0.9999999403953552,0.10824232548475266,0.024915598332881927
982,0,0.9999999403953552,0.10824232548475266,0.011170215904712677
982,0,3.0,0.3023345470428467,0.10421115905046463
982,0,3.0,0.3023345470428467,0.10867398232221603
982,0,1.0,0.11476492136716843,0.015189550817012787
982,0,1.0,0.11476492136716843,0.025252871215343475
982,0,3.0,0.3298584520816803,0.10698463767766953
982,0,3.0,0.3298584222793579,0.13523327559232712
982,0,1.0,0.10797733068466187,0.011009998619556427
982,0,1.0,0.10797733068466187,0.024901770055294037
982,0,3.000000238418579,0.2948770523071289,0.0935247465968132
982,0,3.000000238418579,0.2948770523071289,0.11100741475820541
982,0,1.0,0.07745012640953064,0.009258069097995758
982,0,1.0,0.07745012640953064,0.0100141242146492
982,0,3.0,0.26812463998794556,0.08295132964849472
982,0,3.0,0.26812463998794556,0.09348302334547043
